Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
2024-06-30,21:34:48,"""CNR6027511""",Completed,"""CID6080643""",Bike,"Udyog Vihar Phase 4, New Delhi, India","Greater Kailash, New Delhi, India",9.9,22.0,,,,,,,320.0,28.78,4.2,4.5,UPI,,,,
2024-07-18,02:41:57,"""CNR4569804""",Completed,"""CID8474448""",Go Mini,"Raj Nagar Extension, New Delhi, India","IMT Manesar, New Delhi, India",13.3,24.6,,,,,,,726.0,12.98,4.2,4.3,Debit Card,,,,
2024-09-15,20:23:02,"""CNR5784218""",Completed,"""CID1814194""",Go Sedan,"Nawada, New Delhi, India","New Delhi Railway Station, New Delhi, India",8.8,16.8,,,,,,,455.0,43.06,3.8,4.3,UPI,,,,
2024-05-12,10:16:09,"""CNR6349771""",Completed,"""CID5577961""",Auto,"Lajpat Nagar, New Delhi, India","Shivaji Park, New Delhi, India",2.6,22.2,,,,,,,995.0,38.96,4.7,4.9,Debit Card,,,28.6386524,77.224141
2024-11-16,19:05:30,"""CNR3708287""",Completed,"""CID2958217""",Uber XL,"Aya Nagar, New Delhi, India","Meerut, New Delhi, India",2.7,25.8,,,,,,,1179.0,18.87,4.9,4.6,Uber Wallet,,,28.6314054,77.3302404
2024-07-19,16:57:27,"""CNR8365625""",Completed,"""CID4463605""",Bike,"Lok Kalyan Marg, New Delhi, India","Maidan Garhi, New Delhi, India",11.0,33.1,,,,,,,525.0,47.88,4.2,4.6,Uber Wallet,,,,
2024-09-15,22:06:40,"""CNR6158921""",Completed,"""CID4203688""",Go Sedan,"Ramesh Nagar, New Delhi, India","Keshav Puram, New Delhi, India",5.1,27.9,,,,,,,300.0,5.7,4.2,4.6,UPI,,,,
2024-05-30,18:57:34,"""CNR7484371""",Completed,"""CID7265108""",Go Sedan,"Maidan Garhi, New Delhi, India","Sarai Kale Khan, New Delhi, India",11.1,18.4,,,,,,,202.0,4.62,3.2,4.1,UPI,,,,
2024-12-05,07:56:34,"""CNR9301716""",Completed,"""CID4647277""",Premier Sedan,"Greater Kailash, New Delhi, India","Green Park, New Delhi, India",6.3,34.1,,,,,,,475.0,42.26,4.3,4.2,Cash,,,,
2024-07-16,19:23:06,"""CNR6511558""",Completed,"""CID5808222""",Go Sedan,"Sarojini Nagar, New Delhi, India","Saidulajab, New Delhi, India",6.1,17.0,,,,,,,833.0,19.49,4.0,3.4,Debit Card,,,28.5204237,77.2022859
2024-01-06,20:53:36,"""CNR5712520""",Completed,"""CID8152575""",Go Mini,"Palam Vihar, New Delhi, India","Shahdara, New Delhi, India",7.3,33.1,,,,,,,158.0,40.36,3.7,4.9,UPI,,,28.6816931,77.3281381
2024-02-28,03:21:43,"""CNR1038498""",Completed,"""CID6242930""",Bike,"GTB Nagar, New Delhi, India","Palam Vihar, New Delhi, India",10.0,36.9,,,,,,,155.0,42.59,4.7,3.2,Cash,,,,
2024-03-31,08:32:26,"""CNR4896767""",Completed,"""CID6418422""",Auto,"Cyber Hub, New Delhi, India","Mundka, New Delhi, India",10.5,33.9,,,,,,,107.0,21.68,4.3,4.9,UPI,,,,
2024-04-04,16:33:57,"""CNR5047025""",Completed,"""CID6365387""",Go Mini,"Adarsh Nagar, New Delhi, India","Rohini West, New Delhi, India",6.8,22.4,,,,,,,151.0,29.9,4.6,4.6,UPI,,,28.7194201,77.1096302
2024-05-07,21:10:50,"""CNR7514462""",Completed,"""CID5973257""",Go Mini,"Golf Course Road, New Delhi, India","Bhikaji Cama Place, New Delhi, India",10.7,30.4,,,,,,,187.0,42.27,4.3,4.8,Cash,,,28.5702618,77.1878709
2024-06-15,19:12:37,"""CNR5269641""",Completed,"""CID8225890""",Go Mini,"IIT Delhi, New Delhi, India","Basai Dhankot, New Delhi, India",12.3,34.6,,,,,,,1543.0,49.71,4.4,5.0,Cash,,,,
2024-06-14,20:58:12,"""CNR9927786""",Completed,"""CID8378909""",eBike,"Punjabi Bagh, New Delhi, India","Gurgaon Sector 56, New Delhi, India",3.8,20.2,,,,,,,432.0,32.56,4.2,5.0,UPI,,,,
2024-10-28,15:46:27,"""CNR5629774""",Completed,"""CID8747096""",Go Mini,"Ghaziabad, New Delhi, India","Udyog Vihar, New Delhi, India",3.2,30.8,,,,,,,54.0,31.49,4.6,4.9,Cash,,,28.559546,77.0564501
2024-02-06,10:17:43,"""CNR4578797""",Completed,"""CID1104786""",Auto,"Narsinghpur, New Delhi, India","Maidan Garhi, New Delhi, India",13.4,20.0,,,,,,,939.0,21.28,3.8,5.0,UPI,,,,
2024-12-04,07:48:07,"""CNR5277125""",Completed,"""CID7166980""",Auto,"MG Road, New Delhi, India","GTB Nagar, New Delhi, India",9.8,43.4,,,,,,,829.0,34.14,4.6,4.2,UPI,,,,
2024-12-22,17:53:25,"""CNR2343017""",Completed,"""CID9190683""",Auto,"Panchsheel Park, New Delhi, India","Gwal Pahari, New Delhi, India",8.7,27.2,,,,,,,314.0,20.66,4.6,4.3,UPI,,,,
2024-08-24,21:09:54,"""CNR4356773""",Completed,"""CID9031824""",Go Sedan,"Badarpur, New Delhi, India","Tis Hazari, New Delhi, India",11.7,30.5,,,,,,,1249.0,24.6,4.1,3.7,Cash,,,,
2024-09-18,08:48:36,"""CNR1050716""",Completed,"""CID3789359""",Auto,"Gurgaon Sector 29, New Delhi, India","South Extension, New Delhi, India",4.5,27.4,,,,,,,437.0,27.94,3.9,4.6,UPI,,,,
2024-10-22,08:41:41,"""CNR7850961""",Completed,"""CID5103518""",Go Mini,"Dwarka Sector 21, New Delhi, India","Moolchand, New Delhi, India",9.6,28.1,,,,,,,83.0,44.57,4.6,4.5,UPI,,,28.566845,77.2355685
2024-06-16,06:53:10,"""CNR1254363""",Completed,"""CID9092173""",Auto,"Greater Kailash, New Delhi, India","Raj Nagar Extension, New Delhi, India",14.2,15.7,,,,,,,1444.0,15.43,4.2,3.1,Cash,,,,
2024-09-07,04:07:03,"""CNR2742692""",Completed,"""CID6825812""",Bike,"Gwal Pahari, New Delhi, India","Golf Course Road, New Delhi, India",5.8,31.4,,,,,,,1368.0,42.88,4.3,3.8,Cash,,,,
2024-05-03,21:53:28,"""CNR9101826""",Completed,"""CID1875498""",Auto,"Tagore Garden, New Delhi, India","Narsinghpur, New Delhi, India",7.1,18.0,,,,,,,418.0,23.31,4.2,4.6,UPI,,,,
2024-04-10,19:13:34,"""CNR7054338""",Completed,"""CID5302286""",Premier Sedan,"Samaypur Badli, New Delhi, India","IGNOU Road, New Delhi, India",11.0,40.0,,,,,,,363.0,31.36,4.2,4.3,UPI,,,,
2024-02-06,09:18:36,"""CNR5871454""",Completed,"""CID8316899""",Go Mini,"AIIMS, New Delhi, India","Chandni Chowk, New Delhi, India",12.8,15.3,,,,,,,279.0,16.68,4.1,4.9,Cash,,,,
2024-04-22,17:13:32,"""CNR4399523""",Completed,"""CID2089022""",Go Mini,"Hero Honda Chowk, New Delhi, India","AIIMS, New Delhi, India",5.1,39.9,,,,,,,332.0,49.06,4.4,4.6,Cash,,,28.5693043,77.2074719
2024-09-25,18:58:35,"""CNR9707820""",Completed,"""CID2183387""",Auto,"Delhi Gate, New Delhi, India","Gurgaon Sector 29, New Delhi, India",4.7,37.9,,,,,,,448.0,28.34,4.3,4.9,UPI,,,,
2024-06-04,15:49:09,"""CNR3363167""",Completed,"""CID8741995""",Go Sedan,"Badarpur, New Delhi, India","Ambience Mall, New Delhi, India",12.9,29.7,,,,,,,64.0,38.65,3.5,5.0,UPI,,,28.5412453,77.1551082
2024-12-10,14:20:31,"""CNR9573367""",Completed,"""CID7080252""",Go Sedan,"Mandi House, New Delhi, India","Rohini, New Delhi, India",4.2,18.9,,,,,,,682.0,3.05,4.7,4.3,UPI,,,28.7194361,77.0672351
2024-07-13,02:49:21,"""CNR3121090""",Completed,"""CID1670641""",Go Mini,"Mandi House, New Delhi, India","India Gate, New Delhi, India",5.2,37.8,,,,,,,488.0,41.81,4.2,4.1,UPI,,,,
2024-10-16,21:30:28,"""CNR3590282""",Completed,"""CID7281467""",Go Sedan,"Barakhamba Road, New Delhi, India","Ghaziabad, New Delhi, India",3.9,40.6,,,,,,,953.0,31.28,4.9,4.7,Cash,28.6274707,77.2290488,,
2024-05-05,19:10:02,"""CNR5792733""",Completed,"""CID2894784""",Go Sedan,"Jor Bagh, New Delhi, India","Azadpur, New Delhi, India",9.9,15.6,,,,,,,965.0,34.5,4.1,4.2,UPI,,,,
2024-02-18,16:24:39,"""CNR7417036""",Completed,"""CID8283589""",Go Sedan,"Khan Market, New Delhi, India","Green Park, New Delhi, India",10.0,40.6,,,,,,,405.0,13.1,3.6,4.6,Credit Card,,,,
2024-08-29,17:11:13,"""CNR8918353""",Completed,"""CID4955715""",Go Sedan,"Udyog Vihar Phase 4, New Delhi, India","Kalkaji, New Delhi, India",5.0,23.7,,,,,,,423.0,9.93,4.4,4.9,UPI,,,28.5435234,77.247977
2024-05-25,08:42:50,"""CNR3047231""",Completed,"""CID5464558""",Auto,"Akshardham, New Delhi, India","Bahadurgarh, New Delhi, India",11.1,31.9,,,,,,,264.0,31.93,3.7,4.2,UPI,,,,
2024-02-01,09:13:13,"""CNR5380412""",Completed,"""CID8125937""",Go Mini,"Shivaji Park, New Delhi, India","Hauz Khas, New Delhi, India",11.2,31.3,,,,,,,249.0,34.73,4.2,4.9,UPI,,,28.5575846,77.1878212
2024-03-10,21:06:20,"""CNR4886117""",Completed,"""CID2026490""",Auto,"Jasola, New Delhi, India","Delhi Gate, New Delhi, India",13.5,32.9,,,,,,,628.0,31.51,4.9,4.9,Cash,,,,
2024-07-11,20:20:54,"""CNR5468556""",Completed,"""CID4533250""",Bike,"Udyog Bhawan, New Delhi, India","Mundka, New Delhi, India",7.7,15.9,,,,,,,190.0,10.27,4.7,4.8,UPI,,,,
2024-04-04,08:50:10,"""CNR8037805""",Completed,"""CID2099192""",Premier Sedan,"Rajiv Chowk, New Delhi, India","Okhla, New Delhi, India",5.2,23.1,,,,,,,264.0,46.07,4.3,3.1,Uber Wallet,,,28.6250585,77.2172811
2024-12-20,10:45:14,"""CNR5622847""",Completed,"""CID7679264""",Bike,"Panipat, New Delhi, India","New Colony, New Delhi, India",10.0,37.3,,,,,,,147.0,45.51,4.3,4.5,UPI,,,28.5673145,77.2101813
2024-09-25,15:55:15,"""CNR3788830""",Completed,"""CID1892630""",Auto,"Vidhan Sabha, New Delhi, India","Kaushambi, New Delhi, India",4.4,28.1,,,,,,,953.0,34.9,4.4,4.8,UPI,,,,
2024-10-17,17:46:59,"""CNR8254837""",Completed,"""CID5350125""",Go Mini,"AIIMS, New Delhi, India","Ashok Park Main, New Delhi, India",14.9,20.9,,,,,,,654.0,30.87,4.3,4.9,Cash,,,,
2024-06-01,08:04:36,"""CNR5483670""",Completed,"""CID3570152""",Go Sedan,"Panchsheel Park, New Delhi, India","Sarai Kale Khan, New Delhi, India",8.4,19.7,,,,,,,427.0,37.07,4.1,4.9,Cash,,,,
2024-07-04,08:02:57,"""CNR5166870""",Completed,"""CID9712348""",Auto,"Keshav Puram, New Delhi, India","Mayur Vihar, New Delhi, India",5.8,25.5,,,,,,,610.0,35.38,4.4,4.3,Uber Wallet,,,,
2024-04-23,11:09:18,"""CNR1915557""",Completed,"""CID8572565""",Bike,"Pragati Maidan, New Delhi, India","Raj Nagar Extension, New Delhi, India",7.1,42.5,,,,,,,648.0,19.61,4.2,5.0,UPI,,,,
2024-02-11,18:46:31,"""CNR3460247""",Completed,"""CID7449191""",Bike,"Punjabi Bagh, New Delhi, India","Green Park, New Delhi, India",8.8,40.4,,,,,,,792.0,23.82,3.2,4.3,Cash,,,,
2024-04-28,14:03:27,"""CNR8192412""",Completed,"""CID3617414""",Go Mini,"Keshav Puram, New Delhi, India","Tughlakabad, New Delhi, India",13.6,29.8,,,,,,,676.0,39.98,3.6,4.7,UPI,,,28.5134295,77.2426602
2024-03-22,21:49:01,"""CNR7439127""",Completed,"""CID2424398""",Bike,"Raj Nagar Extension, New Delhi, India","Moolchand, New Delhi, India",5.1,22.4,,,,,,,389.0,27.16,3.6,3.9,Uber Wallet,,,28.566845,77.2355685
2024-04-28,07:28:54,"""CNR3712135""",Completed,"""CID7174383""",Premier Sedan,"Jhilmil, New Delhi, India","Malviya Nagar, New Delhi, India",11.4,42.6,,,,,,,74.0,48.45,4.1,3.9,Uber Wallet,28.6687247,77.313243,,
2024-05-07,20:05:26,"""CNR4730676""",Completed,"""CID5429248""",Auto,"Noida Sector 18, New Delhi, India","Malviya Nagar, New Delhi, India",9.4,41.6,,,,,,,465.0,25.05,4.4,4.9,Credit Card,,,,
2024-08-27,09:40:17,"""CNR6139544""",Completed,"""CID9812979""",Auto,"Khan Market, New Delhi, India","New Delhi Railway Station, New Delhi, India",5.3,43.6,,,,,,,932.0,40.21,4.1,4.1,UPI,,,,
2024-04-03,19:47:28,"""CNR3805926""",Completed,"""CID1837528""",Premier Sedan,"ITO, New Delhi, India","Noida Film City, New Delhi, India",10.8,33.7,,,,,,,191.0,44.48,3.8,4.9,Cash,,,,
2024-04-21,12:27:17,"""CNR5129655""",Completed,"""CID6449078""",Bike,"India Gate, New Delhi, India","Shastri Nagar, New Delhi, India",5.2,34.9,,,,,,,770.0,6.82,4.3,4.8,UPI,,,28.6442794,77.2718858
2024-09-15,19:41:11,"""CNR8725828""",Completed,"""CID5970413""",Go Mini,"Indraprastha, New Delhi, India","IGI Airport, New Delhi, India",14.3,23.4,,,,,,,514.0,16.21,4.3,3.8,UPI,,,,
2024-09-18,18:07:44,"""CNR5403690""",Completed,"""CID2856626""",Go Sedan,"Botanical Garden, New Delhi, India","Mansarovar Park, New Delhi, India",11.7,17.3,,,,,,,349.0,12.9,4.2,5.0,UPI,,,,
2024-10-07,16:22:15,"""CNR6028710""",Completed,"""CID1715075""",eBike,"Janakpuri, New Delhi, India","Golf Course Road, New Delhi, India",9.2,41.2,,,,,,,267.0,12.22,4.3,4.1,Cash,,,,
2024-06-27,17:13:13,"""CNR2650074""",Completed,"""CID5603156""",Go Mini,"Samaypur Badli, New Delhi, India","Ghitorni, New Delhi, India",4.4,37.0,,,,,,,325.0,3.95,3.8,4.8,UPI,,,,
2024-03-16,19:36:59,"""CNR7381283""",Completed,"""CID8868738""",Go Sedan,"Laxmi Nagar, New Delhi, India","Pragati Maidan, New Delhi, India",4.3,15.6,,,,,,,156.0,42.87,3.9,4.2,Cash,,,28.6175048,77.2401552
2024-06-16,21:03:43,"""CNR2531495""",Completed,"""CID7656183""",Bike,"Lok Kalyan Marg, New Delhi, India","IGNOU Road, New Delhi, India",5.2,27.3,,,,,,,689.0,39.84,4.3,4.9,UPI,,,,
2024-04-13,11:19:15,"""CNR1939605""",Completed,"""CID1229469""",Auto,"Munirka, New Delhi, India","Pulbangash, New Delhi, India",13.6,40.4,,,,,,,491.0,4.19,3.8,3.9,Credit Card,,,,
2024-08-09,03:34:51,"""CNR5149041""",Completed,"""CID6951861""",Go Sedan,"Noida Sector 18, New Delhi, India","Tilak Nagar, New Delhi, India",10.1,32.5,,,,,,,304.0,6.18,4.2,4.3,Credit Card,,,,
2024-07-11,20:29:02,"""CNR1918341""",Completed,"""CID7417050""",Auto,"Pitampura, New Delhi, India","Paschim Vihar, New Delhi, India",14.8,44.4,,,,,,,697.0,4.56,4.5,4.6,UPI,,,,
2024-07-25,19:28:35,"""CNR9600846""",Completed,"""CID8949589""",Auto,"Udyog Bhawan, New Delhi, India","Janakpuri, New Delhi, India",3.8,20.1,,,,,,,679.0,47.56,4.2,4.9,UPI,,,28.6116644,77.1051654
2024-06-16,10:12:54,"""CNR4635401""",Completed,"""CID3741723""",Go Mini,"Anand Vihar, New Delhi, India","Gurgaon Sector 56, New Delhi, India",10.0,18.5,,,,,,,683.0,32.15,4.6,4.0,UPI,28.5786334,77.1612059,,
2024-07-08,21:04:51,"""CNR2135475""",Completed,"""CID8123696""",Go Sedan,"Vatika Chowk, New Delhi, India","Paharganj, New Delhi, India",7.8,36.4,,,,,,,91.0,23.5,4.0,4.3,UPI,,,28.6337722,77.216499
2024-02-28,16:43:09,"""CNR2068345""",Completed,"""CID1975343""",Go Sedan,"Govindpuri, New Delhi, India","Kalkaji, New Delhi, India",8.5,35.7,,,,,,,769.0,18.14,4.4,4.1,Cash,,,28.5435234,77.247977
2024-12-27,01:14:14,"""CNR6107939""",Completed,"""CID3244272""",Bike,"Welcome, New Delhi, India","DLF Phase 3, New Delhi, India",2.3,16.4,,,,,,,323.0,31.1,3.6,4.6,Uber Wallet,,,,
2024-05-13,18:47:50,"""CNR1957129""",Completed,"""CID5761924""",Auto,"Noida Extension, New Delhi, India","Old Gurgaon, New Delhi, India",12.9,26.0,,,,,,,134.0,13.99,4.8,4.1,Cash,,,28.5337309,77.089943
2024-05-09,17:14:18,"""CNR1531092""",Completed,"""CID7911273""",Go Mini,"Kanhaiya Nagar, New Delhi, India","Satguru Ram Singh Marg, New Delhi, India",12.1,33.6,,,,,,,940.0,5.04,4.6,4.6,Credit Card,,,28.6188228,77.1131431
2024-04-04,14:02:47,"""CNR2192659""",Completed,"""CID5227340""",Auto,"Anand Vihar, New Delhi, India","Chirag Delhi, New Delhi, India",9.6,26.2,,,,,,,266.0,36.18,4.1,4.2,Uber Wallet,,,28.5874702,77.1693
2024-11-19,20:15:39,"""CNR6262174""",Completed,"""CID4943288""",Auto,"Mehrauli, New Delhi, India","Karol Bagh, New Delhi, India",8.1,26.4,,,,,,,484.0,13.21,4.5,4.3,Uber Wallet,28.4915171,77.1433001,,
2024-06-04,20:15:11,"""CNR7791863""",Completed,"""CID1873624""",Go Sedan,"Indirapuram, New Delhi, India","Noida Sector 62, New Delhi, India",5.6,19.2,,,,,,,250.0,6.06,4.3,4.7,Cash,,,,
2024-06-30,11:57:59,"""CNR5745004""",Completed,"""CID8137475""",Go Mini,"Basai Dhankot, New Delhi, India","Shivaji Park, New Delhi, India",2.6,21.0,,,,,,,224.0,48.08,5.0,4.6,Cash,,,28.6386524,77.224141
2024-04-10,11:34:22,"""CNR8084453""",Completed,"""CID5057901""",Premier Sedan,"Vatika Chowk, New Delhi, India","Saidulajab, New Delhi, India",12.8,36.8,,,,,,,669.0,39.51,3.6,4.2,Cash,,,28.5204237,77.2022859
2024-08-05,15:40:40,"""CNR3334608""",Completed,"""CID2336782""",Go Mini,"GTB Nagar, New Delhi, India","Kalkaji, New Delhi, India",5.2,31.7,,,,,,,207.0,7.83,4.4,3.9,Uber Wallet,,,,
2024-08-16,12:45:03,"""CNR3901250""",Completed,"""CID4369282""",Go Sedan,"Rajiv Nagar, New Delhi, India","Meerut, New Delhi, India",13.2,35.8,,,,,,,227.0,12.34,4.1,3.1,Cash,,,28.6314054,77.3302404
2024-03-21,01:29:50,"""CNR3899180""",Completed,"""CID3915373""",Premier Sedan,"Panchsheel Park, New Delhi, India","Yamuna Bank, New Delhi, India",2.3,33.8,,,,,,,771.0,36.7,3.5,4.6,UPI,,,,
2024-05-06,13:35:55,"""CNR7619619""",Completed,"""CID9964707""",Auto,"Sadar Bazar Gurgaon, New Delhi, India","Chanakyapuri, New Delhi, India",14.2,26.4,,,,,,,441.0,31.5,4.7,3.1,Uber Wallet,,,28.5946775,77.1885212
2024-05-18,06:30:30,"""CNR2415257""",Completed,"""CID6909825""",Premier Sedan,"Lajpat Nagar, New Delhi, India","Rohini, New Delhi, India",12.4,21.6,,,,,,,788.0,4.26,4.2,4.5,UPI,,,,
2024-10-06,21:53:22,"""CNR9756448""",Completed,"""CID6952097""",Auto,"Indraprastha, New Delhi, India","Panipat, New Delhi, India",13.3,41.6,,,,,,,459.0,46.74,5.0,4.9,UPI,28.6009714,77.2536432,,
2024-10-10,03:56:19,"""CNR5071968""",Completed,"""CID7384045""",Go Sedan,"Panchsheel Park, New Delhi, India","Yamuna Bank, New Delhi, India",4.7,42.5,,,,,,,473.0,48.35,4.7,3.8,Cash,,,,
2024-05-14,06:39:13,"""CNR9262105""",Completed,"""CID3597216""",Bike,"Noida Sector 62, New Delhi, India","DLF City Court, New Delhi, India",14.5,19.8,,,,,,,503.0,49.87,4.3,4.7,Cash,,,,
2024-12-28,15:23:53,"""CNR6026973""",Completed,"""CID7000290""",Go Mini,"Badarpur, New Delhi, India","Botanical Garden, New Delhi, India",5.4,18.2,,,,,,,586.0,22.67,4.2,4.2,UPI,,,,
2024-05-29,22:39:15,"""CNR1690974""",Completed,"""CID5614686""",Go Mini,"Preet Vihar, New Delhi, India","Cyber Hub, New Delhi, India",11.5,25.4,,,,,,,236.0,45.17,4.6,3.0,UPI,,,,
2024-11-19,17:42:35,"""CNR2405566""",Completed,"""CID2765782""",Go Mini,"Kadarpur, New Delhi, India","Maidan Garhi, New Delhi, India",11.6,28.4,,,,,,,73.0,23.07,4.6,4.2,UPI,,,,
2024-11-27,08:10:57,"""CNR5503992""",Completed,"""CID3215242""",Premier Sedan,"Malviya Nagar, New Delhi, India","Nehru Place, New Delhi, India",3.1,44.8,,,,,,,355.0,4.08,4.7,3.1,Cash,,,28.5480268,77.2534172
2024-10-02,02:51:56,"""CNR5487256""",Completed,"""CID2154074""",Auto,"Pitampura, New Delhi, India","Yamuna Bank, New Delhi, India",11.1,23.6,,,,,,,663.0,41.97,3.9,4.1,UPI,,,,
2024-04-13,18:30:55,"""CNR9280980""",Completed,"""CID4697642""",Auto,"Kalkaji, New Delhi, India","Sultanpur, New Delhi, India",2.6,39.6,,,,,,,886.0,38.82,4.2,4.3,UPI,28.5435234,77.247977,28.4993912,77.1618449
2024-12-29,19:49:23,"""CNR5735365""",Completed,"""CID4330019""",Auto,"Anand Vihar ISBT, New Delhi, India","Hauz Khas, New Delhi, India",7.2,37.7,,,,,,,292.0,30.4,4.2,3.7,Cash,,,,
2024-06-05,10:39:57,"""CNR7094496""",Completed,"""CID1193764""",Auto,"Gurgaon Sector 29, New Delhi, India","Rajouri Garden, New Delhi, India",2.0,37.3,,,,,,,564.0,19.78,4.4,4.2,UPI,,,,
2024-05-26,20:42:23,"""CNR3317899""",Completed,"""CID7292132""",Go Mini,"Hero Honda Chowk, New Delhi, India","Satguru Ram Singh Marg, New Delhi, India",11.3,39.8,,,,,,,619.0,47.2,4.2,4.3,Cash,,,28.6188228,77.1131431
2024-10-03,09:05:53,"""CNR7648257""",Completed,"""CID6260946""",Go Mini,"Khan Market, New Delhi, India","AIIMS, New Delhi, India",2.7,28.4,,,,,,,963.0,17.43,4.8,3.8,Uber Wallet,,,,
2024-07-23,01:52:02,"""CNR9887499""",Completed,"""CID4896073""",Auto,"Jahangirpuri, New Delhi, India","Rajiv Nagar, New Delhi, India",4.8,33.6,,,,,,,427.0,14.43,4.1,4.6,UPI,,,,
2024-10-09,02:44:58,"""CNR5899408""",Completed,"""CID6731666""",Auto,"Chhatarpur, New Delhi, India","Vatika Chowk, New Delhi, India",4.4,42.4,,,,,,,60.0,22.92,4.6,3.7,Cash,,,,
2024-11-06,13:15:08,"""CNR4090725""",Completed,"""CID9333845""",Bike,"Dilshad Garden, New Delhi, India","Laxmi Nagar, New Delhi, India",8.0,29.0,,,,,,,697.0,32.15,3.2,3.9,Debit Card,,,,
2024-02-17,11:09:37,"""CNR7912140""",Completed,"""CID2721563""",Go Mini,"Arjangarh, New Delhi, India","GTB Nagar, New Delhi, India",8.1,35.4,,,,,,,953.0,43.08,4.6,4.9,UPI,,,,
2024-08-19,16:35:23,"""CNR1149573""",Completed,"""CID4850979""",Go Mini,"Chirag Delhi, New Delhi, India","IGNOU Road, New Delhi, India",5.9,37.3,,,,,,,342.0,48.91,4.0,4.8,Cash,,,,
2024-08-19,14:05:34,"""CNR6845177""",Completed,"""CID2910913""",Go Mini,"Civil Lines Gurgaon, New Delhi, India","Sarai Kale Khan, New Delhi, India",7.0,17.9,,,,,,,935.0,32.46,4.4,3.9,Uber Wallet,,,,
2024-05-13,19:07:57,"""CNR6115510""",Completed,"""CID8805139""",Auto,"IGNOU Road, New Delhi, India","Tughlakabad, New Delhi, India",6.1,24.0,,,,,,,566.0,11.44,4.8,3.7,Debit Card,,,,
2024-02-28,15:56:29,"""CNR6859535""",Completed,"""CID2960838""",Bike,"Sultanpur, New Delhi, India","Netaji Subhash Place, New Delhi, India",9.6,34.6,,,,,,,459.0,42.18,3.7,3.7,Credit Card,,,,
2024-06-10,17:20:23,"""CNR5958707""",Completed,"""CID9250719""",Go Mini,"South Extension, New Delhi, India","Sultanpur, New Delhi, India",5.2,18.3,,,,,,,401.0,40.16,4.1,4.2,UPI,,,28.4993912,77.1618449
2024-07-13,20:13:00,"""CNR7438691""",Completed,"""CID6640597""",Uber XL,"Tis Hazari, New Delhi, India","Noida Film City, New Delhi, India",4.7,34.8,,,,,,,509.0,4.01,4.3,4.9,Cash,,,,
2024-01-16,02:31:09,"""CNR3871982""",Completed,"""CID3385226""",eBike,"Basai Dhankot, New Delhi, India","Chirag Delhi, New Delhi, India",10.3,41.2,,,,,,,905.0,15.59,4.9,4.6,UPI,,,,
2024-05-30,16:19:02,"""CNR7276252""",Completed,"""CID4805819""",Go Mini,"GTB Nagar, New Delhi, India","Ghitorni, New Delhi, India",10.8,16.5,,,,,,,312.0,47.72,4.7,4.2,Cash,,,,
2024-05-09,09:16:04,"""CNR2118165""",Completed,"""CID4254404""",Auto,"Meerut, New Delhi, India","Gurgaon Railway Station, New Delhi, India",11.6,20.9,,,,,,,103.0,34.36,4.2,4.6,UPI,,,,
2024-02-04,21:29:14,"""CNR1580852""",Completed,"""CID1032196""",Bike,"Mundka, New Delhi, India","Moolchand, New Delhi, India",7.4,16.0,,,,,,,425.0,11.93,4.2,4.3,Cash,,,,
2024-06-06,17:48:55,"""CNR8400555""",Completed,"""CID7803210""",Premier Sedan,"Netaji Subhash Place, New Delhi, India","Mayur Vihar, New Delhi, India",11.3,44.8,,,,,,,309.0,42.82,4.3,4.7,UPI,,,,
2024-08-23,15:15:50,"""CNR8799283""",Completed,"""CID2914515""",Auto,"Netaji Subhash Place, New Delhi, India","Vatika Chowk, New Delhi, India",8.0,23.6,,,,,,,379.0,43.14,4.3,3.9,UPI,,,,
2024-09-16,12:20:07,"""CNR5193961""",Completed,"""CID3471193""",Go Mini,"Green Park, New Delhi, India","Udyog Vihar Phase 4, New Delhi, India",9.6,39.8,,,,,,,623.0,40.59,4.3,3.8,UPI,,,,
2024-12-25,18:07:10,"""CNR9045710""",Completed,"""CID9382079""",Go Mini,"Gwal Pahari, New Delhi, India","Pitampura, New Delhi, India",14.3,19.6,,,,,,,743.0,20.32,4.4,5.0,Cash,,,28.690109,77.1343765
2024-07-25,14:39:37,"""CNR1884447""",Completed,"""CID3794502""",Premier Sedan,"Cyber Hub, New Delhi, India","Narsinghpur, New Delhi, India",2.1,23.1,,,,,,,647.0,48.8,4.4,4.3,Uber Wallet,,,,
2024-10-30,03:42:37,"""CNR3795914""",Completed,"""CID2036541""",Go Mini,"Pataudi Chowk, New Delhi, India","Golf Course Road, New Delhi, India",7.3,30.1,,,,,,,1364.0,42.16,3.4,3.3,Cash,,,,
2024-09-29,19:08:22,"""CNR3338595""",Completed,"""CID3627391""",Auto,"Badshahpur, New Delhi, India","Vatika Chowk, New Delhi, India",3.6,24.8,,,,,,,890.0,47.98,3.6,4.7,UPI,,,,
